Beras Bengawan (Kg),Beras Mentik (Kg),Beras Ir 64 (Kg),Gula Pasir Dalam Negri (Kg),Bimoli Botol / Kemasan (Sps) (620 Ml),Bimoli Botol/Kemasan (Sps) (2 Liter),Tanpa Merk / Minyak Curah (Kg),Daging Sapi Murni (Kg),Daging Ayam Broiler (Kg),Daging Ayam Kampung (Kg),Telur Ayam Ras / Petelur (Kg),Telur Ayam Kampung (Kg),Susu Kental Manis Merk Bendera (397 Gr/Kl),Susu Kental Manis Merk Indomilk (390 Gr/Kl),Susu Bubuk Merk Bendera (Instant) (400 Gr/Dos),Susu Bubuk Merk Indomilk (Instant) (400 Gr/Dos),Jagung Pipilan Kering (Kg),Garam Bata (Buah),Garam Halus (Kg),Tepung Segitiga Biru (Kw Medium) (Kg),Kacang Kedelai Eks Impor (Kg),Kacang Kedelai Lokal (Kg),Indomie Rasa Kari Ayam (Bungkus),Cabe Keriting (Kg),Cabe Biasa (Kg),Cabe Rawit (Kg),Bawang Merah (Kg),Bawang Putih (Kg),Ikan Asin Teri (Kg),Kacang Hijau (Kg),Kacang Tanah (Kg),Ketela Pohon (Kg),Kol/Kubis (Kg),Kentang (Kg),Tomat (Kg),Wortel (Kg),Buncis (Kg),Semen Gresik (40 Kg),Semen Tiga Roda (40 Kg),Semen Holcim (40 Kg),Semen Padang (40 Kg),Semen Tonasa (40 Kg),Semen Bosowa (40 Kg),Ikan Bandeng (Kg),Ikan Kembung (Kg),Ikan Tuna (Kg),Ikan Tongkol (Kg),Ikan Cakalang (Kg),Kayu Balok Meranti (4 X 10) (Btg),Papan Meranti (4M X 3Cm X 20Mm) (Lembar),Triplek (6Mm) (Lembar),Besi Beton 6 Mm (12/9M) (Btg),Besi Beton 8 Mm (12/9M) (Btg),Besi Beton 10 Mm (12/9M) (Btg),Besi Beton 12 Mm (12/9M) (Btg),Paku Ukuran 10Cm (Kg),Paku Ukuran 2 Cm (Kg),Paku Ukuran 3Cm (Kg),Paku Ukuran 4Cm (Kg),Paku Ukuran 5Cm (Kg),Paku Ukuran 7Cm (Kg),Gas Elpigi 3 Kg (Kg),Pupuk Kcl Non Subsidi (Kg),Pupuk Npk Non Subsidi (Kg),Pupuk Sp 35 Non Subsidi (Kg),Pupuk Urea Non Subsidi (Kg),Pupuk Za Non Subsidi (Kg)
10680,10415,9166,11225,11759,26461,11382,106174,27652,56504,18722,35928,9886,9678,38205,35876,5990,1161,7907,7596,8327,8289,2229,19480,18189,17369,19460,16643,62671,17867,23813,3328,5410,13247,5406,9258,8689,47729,44731,44837,46205,45980,44788,25858,26426,32291,25750,26330,95134,99776,76091,23250,36248,54898,76817,13346,15043,14505,15206,13660,13530,17569,5555,6821,3696,3717,3214
10675,10419,9171,11217,11823,26465,11362,106263,27715,56302,18684,35945,9890,9681,38207,35927,5962,1170,7919,7674,8327,8284,2229,19549,18204,17745,19670,16767,62633,17832,23792,3345,5512,13263,5383,9280,8734,47727,44823,44753,46071,46140,44697,25809,26537,32459,25827,26457,95271,99530,76068,23330,36375,55120,76883,13368,15063,14505,14108,13671,13535,17579,5573,6856,3695,3725,3216
10683,10461,9181,11208,11731,26488,11348,106330,27798,56184,18674,36394,9929,9683,38242,35880,6027,1176,7911,7719,8388,8311,2229,19663,18412,18126,19935,17034,62117,17907,23883,3420,5575,13300,5516,9282,9028,47689,44758,44778,46071,46140,44757,26085,26543,32357,25684,26388,95594,99477,81222,23402,36525,55333,77337,13337,14956,14460,14045,13585,13517,17655,5559,7020,3795,3817,3306
10697,10474,9190,11208,11739,26481,11369,106312,27890,56170,18718,36375,9922,9680,38256,35894,6027,1176,7892,7714,8356,8285,2229,20233,18536,18071,19903,17204,62181,17951,23892,3411,5594,13314,5626,9314,8954,47689,44758,44722,46071,46140,44757,26095,26614,32476,25602,26330,95623,99477,81117,23397,36520,55313,77316,13332,14947,14455,14040,13580,13512,17637,5593,7039,3805,3818,3312
10686,10451,9203,11208,11773,26440,11355,106307,27932,56144,18700,35969,9893,9676,38195,35913,5966,1218,7901,7649,8326,8268,2229,20418,18469,18239,20195,17287,62629,17839,23831,3332,5484,13158,5565,9344,8689,47699,44739,44676,45929,46060,44697,26030,26644,32459,25669,26239,95400,99152,75714,23335,36394,55087,77058,13368,15063,14505,14118,13680,13540,17556,5584,6809,3713,3726,3234
10702,10485,9220,11212,11762,26434,11370,106310,28002,56209,18700,35907,9890,9681,38186,35908,5988,1169,7918,7652,8311,8266,2228,21028,19088,18203,20272,17522,62674,17842,23803,3358,5437,13163,5517,9327,8654,47603,44605,44539,45500,45740,44316,26082,26586,32417,25704,26956,95536,99031,76314,23231,36369,54922,77348,13375,15082,14514,14129,13682,13517,17566,5579,6894,3700,3740,3255
10698,10486,9245,11205,11713,26466,11402,106404,28131,56473,18831,36080,9885,9676,38223,35853,5977,1168,7901,7654,8319,8241,2230,22290,20177,18232,20432,17747,62594,17802,23831,3351,5464,13204,5593,9383,8752,47696,44694,44744,45432,45740,44481,25988,26516,32282,25625,26174,95387,99463,76184,23325,36524,55180,77112,13363,15082,14500,14132,13689,13559,17552,5578,6973,3728,3783,3319
10697,10493,9266,11160,11715,26528,11400,106496,28343,56446,18946,36124,9886,9676,38210,35853,5997,1167,7873,7672,8354,8272,2229,22665,20935,18341,20402,17758,62510,17767,23807,3361,5473,13197,5806,9484,8741,47656,44585,44538,45523,45380,44301,26113,26611,32209,25762,26344,95401,99463,76038,23284,36486,55231,77014,13429,15020,14509,14121,13664,13516,17556,5553,6957,3741,3780,3315
10724,10476,9258,11219,11552,26547,11400,106296,28446,56391,19146,36094,9893,9681,37681,35384,5988,1153,7813,7659,8348,8296,2233,22506,21292,18146,20639,17820,62179,17785,23768,3351,5530,13227,5846,9568,8745,47710,44113,44110,43674,43635,43194,25870,26319,31882,25540,26151,94207,98091,75379,23250,36330,55187,77142,13275,15049,14476,14081,13634,13464,17528,5555,6873,4122,3734,3292
10727,10494,9250,11245,11603,26547,11383,106446,28569,56611,19290,36315,9898,9675,38170,35849,5967,1149,7828,7680,8366,8223,2427,23349,21450,18063,20553,17889,62448,17659,23761,3367,5526,13167,5932,9619,8680,47633,44606,44517,45625,45795,44507,25949,26407,32207,25617,26225,95500,100727,76305,23330,36262,55141,76985,13353,14987,14481,14126,13681,13532,17558,5560,6961,3727,3772,3258
10732,10507,9253,11230,11583,26524,11388,106518,28628,56597,19470,36201,9896,9677,38185,35830,5971,1158,7818,7683,8361,8195,2223,23471,22047,17599,20670,17966,62686,17695,23775,3351,5463,13167,6148,9631,8667,47681,44528,44427,45625,45587,44412,25959,26451,32232,25633,26317,95550,99591,76235,23315,36510,55210,77370,13349,14972,14471,14136,13680,13541,17587,5535,6939,3724,3788,3260
10730,10517,9291,11217,11737,26580,11422,106496,28842,56514,19824,36079,9883,9678,38340,36097,5979,1145,7908,7647,8296,8253,2281,25009,23763,16611,21041,18098,62664,17831,23726,3377,5550,13230,6960,9728,8754,47708,44618,44582,45881,45688,44414,26123,26574,32259,25600,26108,95607,99530,76136,23373,36769,61195,76845,13433,15148,14637,14184,13732,13601,17571,5535,6955,3712,3793,3260
10719,10512,9277,11217,11722,26546,11406,106361,28917,56219,19993,36064,9884,9679,38177,35849,5982,1169,7891,7660,8325,8249,2227,25132,24143,16258,20902,18141,62389,17871,23767,3357,5523,13185,7536,9796,8795,47624,44553,44543,45614,45460,43986,25968,26511,32128,25576,26154,95486,99552,76019,23389,36729,55288,77755,13438,15123,14612,14187,13744,13572,17556,5529,7156,3729,3784,3252
10720,10507,9300,11238,11772,26572,11393,106404,28965,56374,20257,36133,9880,9670,38182,35919,5977,1174,7841,7674,8327,8279,2227,25772,24225,15964,21076,18070,62318,17859,23673,3373,5482,13213,8118,9826,9791,47657,44548,44472,45405,45300,44197,26011,26580,32271,25683,26194,95686,99227,76132,23440,36764,55365,77786,13442,15149,14665,14120,13737,13606,17570,5559,6949,3733,3802,3283
10752,10513,9278,11203,11749,26576,11405,106504,28991,56635,20564,36170,9874,9665,38336,36002,5959,1146,7895,7643,8325,8289,2229,25931,24743,15966,21127,18241,62511,17881,23660,3519,5455,13160,9061,9839,9142,47676,44645,44967,45786,45604,44414,26058,26622,32200,25748,26129,95721,99379,76383,23335,36760,55070,77723,13449,15135,14629,14596,13728,13631,17589,5547,6955,3708,3793,3724
10770,10515,9288,11217,11772,26627,11395,106618,28969,56590,20798,36175,9883,9659,38113,35842,5950,1172,7939,7654,8331,8297,2225,26161,24969,15756,20748,18142,62418,17883,23691,3358,5467,13204,9210,9800,9142,47657,44624,44940,45318,45420,44372,25974,26665,32235,25824,26085,95836,99273,76388,23315,36788,55041,77752,13445,15146,14629,14228,13842,13658,17579,5582,6881,3742,3793,3274
10758,10518,9286,11225,11751,26606,11407,106522,29039,56311,20888,36199,9882,9662,38119,35826,5962,1172,7927,7656,8333,8276,2227,26255,25068,15745,21009,18261,62515,17892,23737,3349,5515,13311,9274,9798,9201,47657,44720,45071,45304,45635,44468,26086,26723,32212,25745,26117,95821,99273,76235,23348,36320,55187,77730,13438,15122,14662,14267,13839,13645,17580,5561,6913,3733,3784,3251
10751,10516,9285,11217,11762,26604,11382,106376,29093,56559,20987,36201,9882,9661,38145,35793,5985,1175,7908,7659,8349,8298,2245,26252,25338,15565,20938,18325,62599,17873,23737,3346,5475,13378,9533,9803,9334,47729,44815,45161,45409,45740,44533,26069,26625,32393,25738,26136,95821,99273,76284,23382,36748,55284,77858,13447,15156,14690,14276,13839,13664,17585,5539,6932,3736,3745,3225
10747,10518,9265,11244,11751,26593,11384,106778,29206,56638,21314,36155,9865,9663,37833,35866,5954,1163,7834,7622,8335,8266,2250,25823,25663,15287,20971,18235,62780,17819,23697,3391,5509,13476,9925,9917,9343,47601,44580,45022,45409,45740,44417,25942,26572,32297,25668,26054,95585,99328,76168,23384,36681,55221,77769,13410,15104,14656,14238,13796,13596,17565,5533,6969,3738,3776,3248
10756,10509,9287,11235,11766,26592,11391,106848,29178,56522,21391,36155,9870,9676,38174,35880,5960,1172,7854,7670,8323,8268,2253,26025,25880,15306,20901,18204,62506,17802,23632,3654,5563,13413,10011,9945,9310,47394,44176,44859,45455,45500,44212,25914,26637,32360,25691,26065,95585,99313,76168,23431,36729,55317,78183,13354,15142,14631,14210,13815,13596,17565,5521,6959,3759,3775,3305
10761,10512,9298,11235,11790,26583,11415,106570,29326,56656,21426,36215,9870,9665,38147,35934,5964,1207,7848,7668,8330,8286,2251,26049,26193,15653,20953,18095,62454,17784,23606,3659,5493,13448,9993,9997,9163,47408,44277,45011,45205,45740,44391,26034,26679,32360,25792,26186,95542,99313,76154,23370,36776,55302,77625,13452,15119,14631,14215,13777,13591,17588,5530,6931,3744,3786,3315
10781,10525,9293,11242,11755,26579,11402,106671,29504,56784,21539,35844,9863,9672,38155,35909,5997,1184,7851,7677,8314,8249,2252,26400,26546,15550,21085,18171,62440,17879,23738,3662,5511,13404,10208,10024,9269,47505,44199,44956,45273,45700,44391,26179,26739,32365,25910,26247,95507,99303,76088,23330,36635,55243,77777,13368,15163,14657,14233,13810,13602,17608,5542,6957,3732,3781,3315
10780,10547,9314,11245,11788,26632,11406,106882,29531,57131,21550,36096,9868,9673,38152,35826,5919,1179,7873,7692,8324,8262,2246,26144,26570,16535,21043,18182,62432,17868,23747,3386,5546,13544,10371,10168,9291,47862,44533,44957,45205,45700,44417,26164,26787,39800,25806,26263,95664,99394,76293,23384,36629,55164,77875,13371,15104,14618,14254,13810,13624,17630,5496,6991,3764,3785,3328
10788,10550,9300,11210,12009,26602,11401,106864,29390,56860,21515,36096,9867,9674,38145,35878,5916,1177,7847,7669,8319,8269,2252,26331,26364,15741,20936,18125,62318,17859,23763,3379,5519,13636,10219,10278,9287,47858,44533,44957,44935,45442,44281,26151,26830,39788,25824,26255,95613,98970,76092,23344,36784,55370,77947,13473,15176,14662,14237,13794,13616,17598,5494,6984,3779,3793,3335
10784,10542,9296,11212,11770,26632,11371,106496,29325,56833,21524,36161,9862,9669,38139,35856,5912,1241,7803,7678,8321,8250,2417,26250,26518,15961,20933,18103,62493,17868,23714,3388,5515,13667,10305,10326,9312,47858,44534,44958,44935,45442,44281,26200,26803,32412,25787,26296,95836,98706,76092,23344,36788,55370,77947,13495,15172,14662,14237,13793,13616,17584,5494,6984,3779,3793,3334
10784,10536,9309,11221,11800,26572,11378,106752,29287,57022,21596,36193,9872,9670,38152,35906,5904,1209,7878,7681,8366,8303,2252,26167,26613,16170,20821,18023,62271,17886,23754,3389,5558,13739,10628,10461,9510,47874,44642,44873,44848,45442,44256,26254,26784,32372,25879,26431,95528,98985,76154,23408,36900,55428,77798,13472,15172,14665,14250,13801,13619,17579,5488,6958,3782,3797,3349
10814,10533,9330,11232,11778,26593,11384,106865,29287,56875,21724,36230,9868,9663,38165,35914,5904,1175,7923,7675,8338,8284,2253,26519,27026,16304,20977,17989,62332,17871,23688,3396,5510,13843,10863,10558,9567,47869,44642,44903,44891,45442,44256,26306,26824,32477,25796,26420,95514,98985,76183,23393,36848,55336,77784,13490,15170,14665,14250,13814,13629,17588,5488,6989,3772,3782,3351
10845,10573,9346,11249,11772,26585,11398,106618,29447,56851,21886,36052,9867,9661,38159,35902,5899,1175,7918,7701,8335,8250,2252,27000,27206,17319,20947,17916,62326,17932,23683,3404,5517,13892,10996,10526,9543,47774,44656,44918,44978,45442,44301,26299,26742,32482,25981,26612,95859,98925,74286,23416,36909,55560,78184,13513,15150,14639,14235,13800,13684,17598,5518,6945,3778,3780,3362
10858,10587,9339,11222,11824,26620,11533,106715,29469,56919,22053,36219,9874,9668,38161,35849,6002,1181,7909,7679,8317,9082,2254,27194,27225,15940,20942,17811,62353,17910,23635,3390,5740,13943,11079,10661,9666,47784,44654,44921,44891,45442,44276,26275,26819,32541,25963,26793,95859,98933,74228,23414,36784,55666,78160,13469,15084,14601,14217,13766,13623,17607,5518,6914,3896,3789,3370
10876,10600,9347,11230,11829,26600,11395,106855,29846,56842,22162,36117,9869,9655,38186,35895,5978,1180,7891,7706,8350,9097,2255,27013,27041,15968,20868,17740,62309,17853,23696,3404,5727,13996,11018,10604,9636,47775,44671,44910,45000,45481,44301,26304,26872,32588,26046,26691,95831,98896,74299,23420,36704,55468,78201,13472,15064,14597,14221,13771,13626,17604,5518,6914,3896,3789,3358
10870,10642,9368,11237,11743,26586,11383,106917,29566,57324,22159,36112,9874,9673,38168,35891,5991,1167,7838,7697,8350,8226,2255,26475,26596,15644,20673,17775,61839,17896,23723,3412,5642,14000,10930,10838,9605,47731,44636,44866,45065,45442,44256,26238,26883,32565,26056,26658,95563,98970,74330,23373,36861,55498,78087,13499,15098,14590,14203,13758,13623,17617,5493,6953,3748,3778,3351
10875,10636,9390,11241,11800,26588,11379,106816,29719,57288,22164,36121,9880,9666,38154,35916,5986,1179,7847,7697,8361,8270,2256,26675,26626,16793,20550,17670,61734,17929,23666,3417,5725,13996,10930,10807,9587,47743,44685,44880,44886,45442,44154,26275,26904,32659,26130,26766,95669,98761,74238,23474,36865,55505,77995,13500,15089,14587,14196,13770,13619,17617,5511,6994,3751,3784,3351
10886,10646,9439,11226,11801,26581,11371,106830,29904,57268,22404,36189,9874,9656,38144,35883,5993,1176,7848,7683,8319,8294,2253,26389,26156,15586,20189,17347,62058,17830,23699,3404,5863,14139,11152,11048,9508,47727,44538,44723,44804,44750,44031,26296,27085,32616,26223,26701,95431,99743,74313,23317,37152,55700,77835,13506,15032,14553,14231,13809,13646,17634,5487,6958,3755,3775,3340
10904,10668,9453,11239,11794,26550,11344,106839,30003,57143,22489,36157,9868,9654,38174,35905,6000,1244,7752,7715,8315,8296,2254,25768,25810,15547,19934,17186,62458,17850,23747,3396,5943,14183,11095,11174,9396,47869,44532,44713,44804,44750,44006,26125,26921,32570,26170,26667,95569,99728,74188,23314,37062,55764,77788,13515,15036,14551,14229,13813,13646,17657,5487,6968,3810,3773,3366
10935,10683,9458,11241,11838,26576,11357,106839,30117,57009,22615,36290,9858,9638,38200,35895,6041,1173,7752,7690,8302,8275,2254,25910,25528,15986,19753,17051,62458,17837,23686,3423,6021,14191,10982,11243,9152,47869,44634,44634,44783,44788,44031,26151,26958,32563,26179,26652,95569,99743,74024,23317,37067,55769,77832,13515,15032,14561,14224,13803,13636,17644,5487,6968,3814,3775,3359
10980,10697,9511,11250,11746,26561,11338,106996,30247,56982,22769,36350,9860,9658,38223,35959,6015,1216,7820,7685,8304,8259,2255,25815,25647,16413,19640,17045,62589,17841,23695,3452,6073,14228,11000,11263,9067,47853,44553,44690,44935,44904,44006,26152,27077,32570,26260,26565,95569,99765,73962,23327,37058,55672,77630,13528,15041,14575,14241,13818,13682,17648,5460,6968,3801,3762,3375
10908,10668,9517,11230,11897,26441,11359,107250,30386,56860,22984,36511,9870,9652,37983,35491,6048,1140,8061,7727,8285,8296,2258,25816,25645,17114,19358,16884,62485,17905,23629,3398,6102,14170,10986,11253,8834,47849,44559,44646,44688,44537,43860,26071,27159,32686,26422,26798,95022,98938,74097,23246,37148,55560,77600,13467,14956,14529,14190,13747,13621,17670,5456,6884,3587,3700,3193
10931,10701,9520,11241,11917,26462,11388,107221,30482,56870,23036,36468,9879,9656,37946,35473,6056,1154,8061,7716,8301,8335,2261,26045,25769,18081,19481,17114,62777,17939,23589,3417,6015,14214,10901,11318,8831,47852,44480,44640,44813,44722,43860,26111,27122,32600,26373,26876,95037,98961,74126,23196,37102,55491,77725,13485,14974,14553,14194,13764,13631,17692,5468,6884,3583,3700,3180
10954,10710,9525,11246,11845,26451,11387,107505,30556,57096,23056,36635,9888,9654,37923,35638,6030,1149,8016,7726,8354,8334,2254,26182,25952,19430,19480,17002,62563,17909,23675,3451,6069,14231,11077,11279,8740,47889,44549,44576,44825,44938,43892,26156,27087,32716,26333,26744,95209,98683,74308,23328,36952,55436,77854,13480,14897,14482,14196,13775,13631,17710,5477,6888,3586,3717,3178
11029,10753,9650,11191,11927,26466,11411,107432,30973,56754,23215,36539,9886,9639,37915,35570,6038,1143,8111,7722,8323,8342,2259,26409,25814,22863,19391,16919,62653,17977,23622,3608,6069,14179,11042,11520,8504,47335,44569,44333,45000,44865,43981,26080,27270,32886,26544,26801,95104,98889,74323,23223,37132,55673,77944,13471,14944,14545,14196,13733,13627,17704,5464,6848,3588,3710,3210
11028,10889,9717,11171,11956,26449,11408,107383,31090,56754,23265,36430,9875,9646,37898,35622,6060,1152,8203,7699,8306,8378,2264,27522,26387,25549,19504,16903,62793,17923,23658,3398,6069,14304,11123,11707,8382,47697,44547,44305,44957,44673,43856,26221,27284,33141,26618,26882,95162,98969,74345,23305,37155,55676,77795,13427,14906,14506,14160,13705,13597,17673,5440,6886,3587,3696,3170
11195,10925,9735,11173,11973,26465,11363,106495,31231,57132,23620,36453,9885,9660,38021,35775,6085,1123,8160,7678,8325,8366,2262,27985,26608,26799,19569,16893,62977,18009,23546,3454,6115,14349,11309,11807,8449,47781,44621,44376,45205,44900,43929,26328,27288,33171,26572,26943,95638,99230,74521,23277,37000,55737,77845,13405,14957,14520,14154,13692,13575,17683,5438,6805,3578,3649,3182
11233,10996,9815,11179,11941,26449,11352,107667,31535,56994,23351,36554,9878,9646,37887,35605,6055,1144,8170,7709,9131,8356,2264,28823,27223,29196,19657,17112,62734,18000,23662,3464,6132,14470,11319,12020,8432,47681,44528,44270,44783,44596,43781,26377,27421,33059,26553,26767,95199,98969,74490,23340,37109,55735,77965,13456,14965,14557,14192,13763,13629,17707,5446,6886,3583,3696,3170
11283,11016,9855,11225,11998,26440,11357,107617,31720,57198,23752,36578,9886,9644,37905,35618,6065,1118,8225,7714,8341,8378,2264,29544,28006,33532,19585,17049,62725,18032,23653,3465,6155,14502,11319,12069,8480,47642,44528,44201,44739,44519,43781,26377,27439,33047,26604,26894,94618,99094,74510,23295,37206,55676,77975,13458,14960,14529,14194,13749,13602,17702,5446,6902,3592,3702,3181
11309,11068,9823,11240,11872,26489,11361,107779,31826,56964,23764,37482,9922,9640,37911,35679,6093,1128,8157,7757,8400,8325,2260,29403,27591,36305,19466,17236,62409,18087,23736,3503,6102,14632,11430,12053,8489,47660,44509,44200,44810,44720,43789,26321,27291,33293,26771,27187,95291,98738,74522,23453,36856,55702,78172,13466,14815,14467,14122,13685,13641,17773,5408,7146,3675,3799,3277
11273,11060,9834,11226,11876,26435,11353,107652,31909,56927,23811,37412,9913,9646,37939,35650,6097,1102,8175,7750,8341,8323,2260,29192,27581,36423,19361,17202,62138,18122,23719,3489,6267,14623,11335,12135,8519,47684,44526,44287,44957,44615,43894,26552,27529,33181,26830,27202,95061,98476,74511,23464,41068,60245,85617,13389,14832,14477,14095,13632,13593,17714,5374,7028,3605,3758,3241
11302,11095,9828,11238,11876,26464,11331,107712,31909,56751,23815,37363,9898,9647,37979,35636,6091,1126,8373,7763,8360,8318,2266,29803,27415,36395,19230,17186,62307,18011,23708,3443,6250,14711,11077,11922,8604,47659,44542,44293,45043,44712,43856,26716,27767,33381,26846,27159,95104,99167,74684,23441,37417,55773,78058,13444,14852,14484,14120,13664,13631,17773,5395,7112,3686,3793,3271
11318,11122,9841,11221,11912,26479,11323,107565,32144,56927,23705,37306,9897,9664,37854,35582,6374,1197,8134,7742,8372,8329,2264,30250,27452,37971,19285,17195,62266,18025,23785,3484,6229,14720,10591,11936,8678,47416,44424,44242,44957,44673,43856,26638,27803,33412,26978,27141,95125,99016,74696,23436,37371,55776,78083,13444,14853,14487,14124,13663,13623,17765,5396,7106,3703,3807,3280
11374,11131,9895,11194,11956,26449,11282,107572,32180,57087,23700,36898,9863,9655,37916,35646,6040,1138,8302,7701,8325,8330,2264,30039,27035,39063,19270,17125,62604,17966,23685,3435,6112,14775,10198,11876,8631,47628,44436,44322,44957,44673,43831,26534,27933,33318,26931,26978,95125,99016,74688,23488,37267,55696,77800,13524,15028,14594,14245,13812,13686,17688,5444,6901,3590,3695,3176
11355,11086,9873,11200,11959,26518,11276,107323,32145,56971,23702,36773,9897,9694,37936,35651,6031,1125,8236,7703,8330,8351,2260,29463,26756,38346,19082,16929,62555,17982,23723,3412,6148,14768,9990,11868,8695,47641,44373,44356,44804,44673,43831,26644,27839,33429,26950,27079,95112,98905,74689,23508,37380,55703,77926,13534,15038,14609,14236,13843,13698,17689,5437,6889,3569,3692,3186
11382,11059,9931,11193,11990,26541,11310,107414,32168,56621,23650,36721,9895,9688,37916,35698,6026,1217,8323,7712,8304,8381,2262,29729,26915,36611,19050,17025,62895,17945,23695,3444,6075,14859,9418,11959,8708,47632,44283,44345,44630,44519,43831,26772,28090,33318,26998,27315,95649,98683,74682,23553,37395,55763,78032,13579,15058,14589,14246,13868,13713,17680,5481,6916,3612,3695,3191
11360,11073,9925,11201,11915,26559,11307,107266,32219,56677,23628,37007,9913,9675,37987,35713,6079,1129,8285,7736,8359,8353,2263,29736,26818,35362,18999,17049,62593,18084,23766,3470,6157,14855,9086,11939,8724,47670,44419,44429,45239,44635,43869,26673,28108,33329,26985,27576,95125,99016,74875,23637,37579,55863,78505,13485,14938,14516,14152,13742,13664,17740,5386,7104,3675,3799,3262
11385,11079,9951,11229,11956,26567,11334,107481,32277,56709,23601,37047,9912,9668,37944,35771,6084,1144,8183,7729,8336,8361,2264,29839,26788,35648,19188,17158,62571,18024,23849,3489,6177,14830,8756,11892,8788,47657,44421,44366,44977,44596,43756,26701,28227,33405,27111,27589,95299,98746,74681,23633,37492,55854,78326,13493,14902,14490,14142,13740,13624,17758,5404,7302,3770,3796,3271
